delta,fps,pixel,device_type,cpu,memory,consumption,gpu,in_time
36,35,480,Orin,79,72,7,80,False
28,35,480,Orin,40,72,7,80,True
36,35,480,Orin,25,72,6,80,False
29,35,480,Orin,30,72,6,80,False
33,35,480,Orin,28,72,6,80,False
29,35,480,Orin,37,72,6,80,False
34,35,480,Orin,25,72,6,80,False
29,35,480,Orin,29,72,6,80,False
34,35,480,Orin,33,72,6,80,False
29,35,480,Orin,34,72,6,80,False
30,35,480,Orin,35,72,6,80,False
29,35,480,Orin,28,72,6,80,False
28,35,480,Orin,35,72,6,80,True
33,35,480,Orin,33,72,6,80,False
29,35,480,Orin,33,72,6,80,False
35,35,480,Orin,31,72,6,80,False
29,35,480,Orin,24,72,6,80,False
32,35,480,Orin,35,72,6,80,False
29,35,480,Orin,35,72,6,80,False
35,35,480,Orin,25,72,6,80,False
30,35,480,Orin,35,72,6,80,False
35,35,480,Orin,21,72,6,80,False
31,35,480,Orin,39,72,6,80,False
34,35,480,Orin,34,72,6,80,False
29,35,480,Orin,26,72,6,80,False
36,35,480,Orin,29,72,6,80,False
29,35,480,Orin,26,72,6,80,False
36,35,480,Orin,26,72,6,80,False
30,35,480,Orin,30,72,6,80,False
34,35,480,Orin,30,72,6,80,False
29,35,480,Orin,33,72,6,80,False
34,35,480,Orin,28,72,6,80,False
30,35,480,Orin,29,72,6,80,False
34,35,480,Orin,29,72,6,80,False
28,35,480,Orin,26,72,6,80,True
34,35,480,Orin,32,72,6,80,False
31,35,480,Orin,29,72,6,80,False
33,35,480,Orin,27,72,6,80,False
31,35,480,Orin,32,72,6,80,False
35,35,480,Orin,30,72,6,80,False
29,35,480,Orin,28,72,6,80,False
35,35,480,Orin,32,72,6,80,False
29,35,480,Orin,29,72,6,80,False
33,35,480,Orin,29,72,6,80,False
29,35,480,Orin,33,72,6,80,False
35,35,480,Orin,28,72,6,80,False
29,35,480,Orin,32,72,6,80,False
34,35,480,Orin,33,72,6,80,False
30,35,480,Orin,32,72,6,80,False
34,35,480,Orin,29,72,6,80,False
29,35,480,Orin,33,72,6,80,False
35,35,480,Orin,31,72,6,80,False
31,35,480,Orin,34,72,6,80,False
34,35,480,Orin,25,72,6,80,False
30,35,480,Orin,30,72,6,80,False
36,35,480,Orin,27,72,6,80,False
30,35,480,Orin,23,72,6,80,False
37,35,480,Orin,30,72,6,80,False
29,35,480,Orin,29,72,6,80,False
34,35,480,Orin,31,72,6,80,False
31,35,480,Orin,33,72,6,80,False
36,35,480,Orin,24,72,6,80,False
30,35,480,Orin,24,72,6,80,False
38,35,480,Orin,29,72,6,80,False
29,35,480,Orin,36,72,6,80,False
35,35,480,Orin,35,72,6,80,False
29,35,480,Orin,30,72,6,80,False
35,35,480,Orin,30,72,6,80,False
29,35,480,Orin,30,72,6,80,False
38,35,480,Orin,29,72,6,80,False
29,35,480,Orin,29,72,6,80,False
32,35,480,Orin,34,72,6,80,False
29,35,480,Orin,30,72,6,80,False
35,35,480,Orin,32,72,6,80,False
30,35,480,Orin,30,72,6,80,False
34,35,480,Orin,23,72,6,80,False
29,35,480,Orin,30,72,6,80,False
36,35,480,Orin,24,72,6,80,False
31,35,480,Orin,32,72,6,80,False
37,35,480,Orin,29,72,6,80,False
28,35,480,Orin,30,72,6,80,True
33,35,480,Orin,38,72,6,80,False
28,35,480,Orin,22,72,6,80,True
37,35,480,Orin,25,72,6,80,False
30,35,480,Orin,30,72,6,80,False
33,35,480,Orin,31,72,6,80,False
28,35,480,Orin,25,72,6,80,True
31,35,480,Orin,32,72,6,80,False
30,35,480,Orin,26,72,6,80,False
32,35,480,Orin,40,72,7,80,False
30,35,480,Orin,37,72,6,80,False
32,35,480,Orin,25,72,6,80,False
29,35,480,Orin,28,72,6,80,False
35,35,480,Orin,24,72,6,80,False
29,35,480,Orin,30,72,6,80,False
33,35,480,Orin,31,72,6,80,False
29,35,480,Orin,32,72,6,80,False
34,35,480,Orin,33,72,6,80,False
31,35,480,Orin,26,72,6,80,False
35,35,480,Orin,33,72,6,80,False
30,35,480,Orin,29,72,6,80,False
33,35,480,Orin,22,72,6,80,False
29,35,480,Orin,30,72,6,80,False
33,35,480,Orin,27,72,6,80,False
29,35,480,Orin,30,72,6,80,False
35,35,480,Orin,25,72,6,80,False
29,35,480,Orin,29,72,6,80,False
38,35,480,Orin,29,72,6,80,False
29,35,480,Orin,30,72,6,80,False
33,35,480,Orin,25,72,6,80,False
31,35,480,Orin,32,72,6,80,False
34,35,480,Orin,31,72,6,80,False
30,35,480,Orin,29,72,6,80,False
34,35,480,Orin,28,72,6,80,False
30,35,480,Orin,29,72,6,80,False
34,35,480,Orin,28,72,6,80,False
31,35,480,Orin,33,72,6,80,False
38,35,480,Orin,31,72,6,80,False
29,35,480,Orin,24,72,6,80,False
33,35,480,Orin,26,72,6,80,False
29,35,480,Orin,26,72,6,80,False
36,35,480,Orin,31,72,6,80,False
29,35,480,Orin,39,72,6,80,False
37,35,480,Orin,25,72,6,80,False
29,35,480,Orin,29,72,6,80,False
33,35,480,Orin,32,72,6,80,False
31,35,480,Orin,29,72,6,80,False
35,35,480,Orin,30,72,6,80,False
29,35,480,Orin,28,72,6,80,False
38,35,480,Orin,26,72,6,80,False
29,35,480,Orin,29,72,6,80,False
33,35,480,Orin,28,72,6,80,False
28,35,480,Orin,28,72,6,80,True
36,35,480,Orin,26,72,6,80,False
30,35,480,Orin,29,72,6,80,False
33,35,480,Orin,29,72,6,80,False
29,35,480,Orin,34,72,6,80,False
36,35,480,Orin,26,72,6,80,False
34,35,480,Orin,33,72,6,80,False
33,35,480,Orin,22,72,6,80,False
28,35,480,Orin,21,72,6,80,True
34,35,480,Orin,27,72,6,80,False
30,35,480,Orin,33,72,6,80,False
33,35,480,Orin,25,72,6,80,False
30,35,480,Orin,33,72,6,80,False
35,35,480,Orin,31,72,6,80,False
29,35,480,Orin,35,72,6,80,False
38,35,480,Orin,29,72,6,80,False
29,35,480,Orin,24,72,6,80,False
34,35,480,Orin,38,72,6,80,False
30,35,480,Orin,30,72,6,80,False
36,35,480,Orin,29,72,6,80,False
33,35,480,Orin,36,72,6,80,False
34,35,480,Orin,33,72,6,80,False
29,35,480,Orin,24,72,6,80,False
35,35,480,Orin,30,72,6,80,False
29,35,480,Orin,30,72,6,80,False
36,35,480,Orin,31,72,6,80,False
31,35,480,Orin,29,72,6,80,False
38,35,480,Orin,28,72,6,80,False
30,35,480,Orin,35,72,6,80,False
34,35,480,Orin,30,72,6,80,False
31,35,480,Orin,24,72,6,80,False
34,35,480,Orin,30,72,6,80,False
29,35,480,Orin,30,72,6,80,False
34,35,480,Orin,25,72,6,80,False
30,35,480,Orin,30,72,6,80,False
34,35,480,Orin,29,72,6,80,False
31,35,480,Orin,26,72,6,80,False
37,35,480,Orin,25,72,6,80,False
30,35,480,Orin,29,72,6,80,False
37,35,480,Orin,26,72,6,80,False
29,35,480,Orin,28,72,6,80,False
34,35,480,Orin,33,72,6,80,False
29,35,480,Orin,26,72,6,80,False
38,35,480,Orin,27,72,6,80,False
30,35,480,Orin,32,72,6,80,False
34,35,480,Orin,31,72,6,80,False
31,35,480,Orin,34,72,6,80,False
34,35,480,Orin,31,72,6,80,False
30,35,480,Orin,24,72,6,80,False
36,35,480,Orin,32,72,6,80,False
31,35,480,Orin,32,72,6,80,False
38,35,480,Orin,30,72,6,80,False
29,35,480,Orin,34,72,6,80,False
34,35,480,Orin,34,72,6,80,False
31,35,480,Orin,32,72,6,80,False
35,35,480,Orin,24,72,6,80,False
31,35,480,Orin,37,72,6,80,False
36,35,480,Orin,29,72,6,80,False
31,35,480,Orin,30,72,6,80,False
34,35,480,Orin,25,72,6,80,False
29,35,480,Orin,30,72,6,80,False
37,35,480,Orin,29,72,6,80,False
30,35,480,Orin,29,72,6,80,False
35,35,480,Orin,31,72,6,80,False
29,35,480,Orin,30,72,6,80,False
36,35,480,Orin,26,72,6,80,False
29,35,480,Orin,37,72,6,80,False
35,35,480,Orin,21,72,6,80,False
30,35,480,Orin,26,72,6,80,False
34,35,480,Orin,31,72,6,80,False
29,35,480,Orin,21,72,6,80,False
37,35,480,Orin,29,72,6,80,False
32,35,480,Orin,32,72,6,80,False
36,35,480,Orin,31,72,6,80,False
31,35,480,Orin,33,72,6,80,False
33,35,480,Orin,25,72,6,80,False
30,35,480,Orin,29,72,6,80,False
34,35,480,Orin,34,72,6,80,False
30,35,480,Orin,28,72,6,80,False
37,35,480,Orin,34,72,6,80,False
30,35,480,Orin,35,72,6,80,False
37,35,480,Orin,31,72,6,80,False
30,35,480,Orin,25,72,6,80,False
35,35,480,Orin,30,72,6,80,False
31,35,480,Orin,23,72,6,80,False
37,35,480,Orin,31,72,6,80,False
30,35,480,Orin,29,72,6,80,False
37,35,480,Orin,26,72,6,80,False
30,35,480,Orin,26,72,6,80,False
39,35,480,Orin,30,72,6,80,False
29,35,480,Orin,29,72,6,80,False
35,35,480,Orin,32,72,6,80,False
30,35,480,Orin,28,72,6,80,False
36,35,480,Orin,27,72,6,80,False
31,35,480,Orin,29,72,6,80,False
38,35,480,Orin,31,72,6,80,False
33,35,480,Orin,28,72,6,80,False
33,35,480,Orin,25,72,6,80,False
30,35,480,Orin,30,72,6,80,False
33,35,480,Orin,31,72,6,80,False
31,35,480,Orin,31,72,6,80,False
39,35,480,Orin,23,72,6,80,False
31,35,480,Orin,31,72,6,80,False
36,35,480,Orin,26,72,6,80,False
30,35,480,Orin,35,72,6,80,False
35,35,480,Orin,26,72,6,80,False
31,35,480,Orin,30,72,6,80,False
36,35,480,Orin,29,72,6,80,False
29,35,480,Orin,26,72,6,80,False
33,35,480,Orin,25,72,6,80,False
30,35,480,Orin,30,72,6,80,False
35,35,480,Orin,26,72,6,80,False
29,35,480,Orin,26,72,6,80,False
35,35,480,Orin,25,72,6,80,False
31,35,480,Orin,25,72,6,80,False
34,35,480,Orin,25,72,6,80,False
30,35,480,Orin,29,72,6,80,False
36,35,480,Orin,28,72,6,80,False
