delta,fps,pixel,device_type,cpu,memory,consumption,gpu,in_time
45,35,1080,Orin,28,72,6,80,False
47,35,1080,Orin,18,72,6,80,False
45,35,1080,Orin,32,72,6,80,False
50,35,1080,Orin,27,72,6,80,False
49,35,1080,Orin,22,72,6,80,False
46,35,1080,Orin,26,72,6,80,False
47,35,1080,Orin,27,72,6,80,False
45,35,1080,Orin,28,72,6,80,False
46,35,1080,Orin,22,72,6,80,False
47,35,1080,Orin,28,72,6,80,False
47,35,1080,Orin,29,72,6,80,False
44,35,1080,Orin,24,72,6,80,False
41,35,1080,Orin,29,72,6,80,False
45,35,1080,Orin,25,72,6,80,False
47,35,1080,Orin,32,72,6,80,False
45,35,1080,Orin,18,72,6,80,False
48,35,1080,Orin,25,72,6,80,False
47,35,1080,Orin,25,72,6,80,False
44,35,1080,Orin,25,72,6,80,False
40,35,1080,Orin,27,72,6,80,False
46,35,1080,Orin,26,72,6,80,False
47,35,1080,Orin,27,72,6,80,False
46,35,1080,Orin,29,72,6,80,False
47,35,1080,Orin,23,72,6,80,False
46,35,1080,Orin,25,72,6,80,False
46,35,1080,Orin,27,72,6,80,False
46,35,1080,Orin,26,72,6,80,False
46,35,1080,Orin,22,72,6,80,False
43,35,1080,Orin,32,72,6,80,False
42,35,1080,Orin,25,72,6,80,False
46,35,1080,Orin,29,72,6,80,False
46,35,1080,Orin,20,72,6,80,False
46,35,1080,Orin,26,72,6,80,False
48,35,1080,Orin,22,72,6,80,False
45,35,1080,Orin,23,72,6,80,False
47,35,1080,Orin,27,72,6,80,False
46,35,1080,Orin,28,72,6,80,False
47,35,1080,Orin,22,72,6,80,False
45,35,1080,Orin,26,72,6,80,False
46,35,1080,Orin,27,72,6,80,False
49,35,1080,Orin,25,72,6,80,False
46,35,1080,Orin,26,72,6,80,False
48,35,1080,Orin,26,72,6,80,False
48,35,1080,Orin,29,72,6,80,False
49,35,1080,Orin,24,72,6,80,False
48,35,1080,Orin,22,72,6,80,False
45,35,1080,Orin,24,72,6,80,False
47,35,1080,Orin,25,72,6,80,False
47,35,1080,Orin,25,72,6,80,False
47,35,1080,Orin,22,72,6,80,False
44,35,1080,Orin,24,72,6,80,False
48,35,1080,Orin,31,72,6,80,False
44,35,1080,Orin,26,72,6,80,False
47,35,1080,Orin,22,72,6,80,False
45,35,1080,Orin,29,72,6,80,False
48,35,1080,Orin,25,72,6,80,False
44,35,1080,Orin,25,72,6,80,False
47,35,1080,Orin,18,72,6,80,False
44,35,1080,Orin,28,72,6,80,False
40,35,1080,Orin,25,72,6,80,False
46,35,1080,Orin,25,72,6,80,False
46,35,1080,Orin,27,72,6,80,False
46,35,1080,Orin,25,72,6,80,False
44,35,1080,Orin,24,72,6,80,False
46,35,1080,Orin,22,72,6,80,False
50,35,1080,Orin,27,72,6,80,False
47,35,1080,Orin,30,72,6,80,False
50,35,1080,Orin,28,72,6,80,False
46,35,1080,Orin,23,72,6,80,False
45,35,1080,Orin,27,72,6,80,False
42,35,1080,Orin,22,72,6,80,False
47,35,1080,Orin,25,72,6,80,False
45,35,1080,Orin,26,72,6,80,False
49,35,1080,Orin,27,72,6,80,False
46,35,1080,Orin,27,72,6,80,False
46,35,1080,Orin,20,72,6,80,False
45,35,1080,Orin,24,72,6,80,False
46,35,1080,Orin,27,72,6,80,False
44,35,1080,Orin,25,72,6,80,False
44,35,1080,Orin,21,72,6,80,False
46,35,1080,Orin,25,72,6,80,False
49,35,1080,Orin,22,72,6,80,False
44,35,1080,Orin,29,72,6,80,False
47,35,1080,Orin,22,72,6,80,False
45,35,1080,Orin,26,72,6,80,False
47,35,1080,Orin,20,72,6,80,False
45,35,1080,Orin,25,72,6,80,False
46,35,1080,Orin,25,72,6,80,False
44,35,1080,Orin,24,72,6,80,False
48,35,1080,Orin,32,72,6,80,False
44,35,1080,Orin,21,72,6,80,False
41,35,1080,Orin,27,72,6,80,False
47,35,1080,Orin,22,72,6,80,False
46,35,1080,Orin,30,72,6,80,False
46,35,1080,Orin,29,72,6,80,False
47,35,1080,Orin,24,72,6,80,False
46,35,1080,Orin,25,72,6,80,False
49,35,1080,Orin,22,72,6,80,False
44,35,1080,Orin,26,72,6,80,False
42,35,1080,Orin,27,72,6,80,False
45,35,1080,Orin,23,72,6,80,False
44,35,1080,Orin,28,72,6,80,False
47,35,1080,Orin,22,72,6,80,False
44,35,1080,Orin,27,72,6,80,False
47,35,1080,Orin,25,72,6,80,False
45,35,1080,Orin,28,72,6,80,False
48,35,1080,Orin,20,72,6,80,False
45,35,1080,Orin,23,72,6,80,False
46,35,1080,Orin,22,72,6,80,False
48,35,1080,Orin,25,72,6,80,False
47,35,1080,Orin,24,72,6,80,False
51,35,1080,Orin,22,72,6,80,False
46,35,1080,Orin,31,72,6,80,False
47,35,1080,Orin,26,72,6,80,False
45,35,1080,Orin,24,72,6,80,False
47,35,1080,Orin,27,72,6,80,False
46,35,1080,Orin,27,72,6,80,False
46,35,1080,Orin,30,72,6,80,False
49,35,1080,Orin,17,72,6,80,False
47,35,1080,Orin,30,72,6,80,False
49,35,1080,Orin,19,72,6,80,False
49,35,1080,Orin,20,72,6,80,False
46,35,1080,Orin,24,72,6,80,False
48,35,1080,Orin,20,72,6,80,False
45,35,1080,Orin,20,72,6,80,False
48,35,1080,Orin,26,72,6,80,False
35,15,720,Orin,55,72,7,30,True
31,15,720,Orin,17,72,6,30,True
31,15,720,Orin,16,72,6,30,True
32,15,720,Orin,21,72,6,30,True
36,15,720,Orin,23,72,6,30,True
32,15,720,Orin,24,72,6,30,True
32,15,720,Orin,14,72,6,30,True
31,15,720,Orin,16,72,6,30,True
31,15,720,Orin,22,72,6,30,True
34,15,720,Orin,19,72,6,30,True
33,15,720,Orin,24,72,6,30,True
34,15,720,Orin,21,72,6,30,True
31,15,720,Orin,19,72,6,30,True
32,15,720,Orin,21,72,6,30,True
32,15,720,Orin,23,72,6,30,True
32,15,720,Orin,20,72,6,30,True
36,15,720,Orin,21,72,6,30,True
31,15,720,Orin,21,72,6,30,True
32,15,720,Orin,14,72,6,30,True
32,15,720,Orin,20,72,6,30,True
32,15,720,Orin,21,72,6,30,True
32,15,720,Orin,18,72,6,30,True
32,15,720,Orin,20,72,6,30,True
31,15,720,Orin,20,72,6,30,True
32,15,720,Orin,20,72,6,30,True
31,15,720,Orin,22,72,6,30,True
32,15,720,Orin,19,72,6,30,True
31,15,720,Orin,18,72,6,30,True
32,15,720,Orin,22,72,6,30,True
32,15,720,Orin,20,72,6,30,True
32,15,720,Orin,19,72,6,30,True
32,15,720,Orin,21,72,6,30,True
32,15,720,Orin,22,72,6,30,True
32,15,720,Orin,14,72,6,30,True
31,15,720,Orin,20,72,6,30,True
32,15,720,Orin,23,72,6,30,True
32,15,720,Orin,17,72,6,30,True
32,15,720,Orin,14,72,6,30,True
34,15,720,Orin,21,72,6,30,True
32,15,720,Orin,19,72,6,30,True
33,15,720,Orin,14,72,6,30,True
33,15,720,Orin,18,72,6,30,True
33,15,720,Orin,25,72,6,30,True
33,15,720,Orin,23,72,6,30,True
33,15,720,Orin,16,72,6,30,True
35,15,720,Orin,19,72,6,30,True
36,15,720,Orin,20,72,6,30,True
35,15,720,Orin,15,72,6,30,True
36,15,720,Orin,19,72,6,30,True
36,15,720,Orin,23,72,6,30,True
36,15,720,Orin,23,72,6,30,True
35,15,720,Orin,17,72,6,30,True
36,15,720,Orin,20,72,6,30,True
36,15,720,Orin,23,72,6,30,True
35,15,720,Orin,22,72,6,30,True
35,15,720,Orin,18,72,6,30,True
35,15,720,Orin,17,72,6,30,True
35,15,720,Orin,18,72,6,30,True
35,15,720,Orin,18,72,6,30,True
35,15,720,Orin,22,72,6,30,True
36,15,720,Orin,21,72,6,30,True
35,15,720,Orin,24,72,6,30,True
35,15,720,Orin,20,72,6,30,True
36,15,720,Orin,16,72,6,30,True
35,15,720,Orin,25,72,6,30,True
35,15,720,Orin,17,72,6,30,True
36,15,720,Orin,20,72,6,30,True
40,15,720,Orin,17,72,6,30,True
36,15,720,Orin,17,72,6,30,True
36,15,720,Orin,20,72,6,30,True
36,15,720,Orin,23,72,6,30,True
35,15,720,Orin,18,72,6,30,True
36,15,720,Orin,23,72,6,30,True
35,15,720,Orin,14,72,6,30,True
41,15,720,Orin,19,72,6,30,True
35,15,720,Orin,22,72,6,30,True
35,15,720,Orin,23,72,6,30,True
35,15,720,Orin,20,72,6,30,True
36,15,720,Orin,18,72,6,30,True
36,15,720,Orin,20,72,6,30,True
36,15,720,Orin,21,72,6,30,True
36,15,720,Orin,22,72,6,30,True
36,15,720,Orin,23,72,6,30,True
36,15,720,Orin,16,72,6,30,True
36,15,720,Orin,18,72,6,30,True
36,15,720,Orin,18,72,6,30,True
36,15,720,Orin,20,72,6,30,True
36,15,720,Orin,21,72,6,30,True
36,15,720,Orin,23,72,6,30,True
36,15,720,Orin,21,72,6,30,True
36,15,720,Orin,21,72,6,30,True
36,15,720,Orin,20,72,6,30,True
36,15,720,Orin,18,72,6,30,True
37,15,720,Orin,18,72,6,30,True
36,15,720,Orin,19,72,6,30,True
36,15,720,Orin,18,72,6,30,True
40,15,720,Orin,21,72,6,30,True
36,15,720,Orin,17,72,6,30,True
35,15,720,Orin,16,72,6,30,True
36,15,720,Orin,20,72,6,30,True
37,15,720,Orin,22,72,6,30,True
36,15,720,Orin,23,72,6,30,True
36,15,720,Orin,20,72,6,30,True
36,15,720,Orin,20,72,6,30,True
36,15,720,Orin,16,72,6,30,True
37,15,720,Orin,23,72,6,30,True
36,15,720,Orin,22,72,6,30,True
37,15,720,Orin,20,72,6,30,True
36,15,720,Orin,20,72,6,30,True
36,15,720,Orin,16,72,6,30,True
36,15,720,Orin,18,72,6,30,True
40,15,720,Orin,19,72,6,30,True
35,15,720,Orin,19,72,6,30,True
33,15,720,Orin,19,72,6,30,True
33,15,720,Orin,18,72,6,30,True
33,15,720,Orin,23,72,6,30,True
33,15,720,Orin,18,72,6,30,True
33,15,720,Orin,18,72,6,30,True
36,15,720,Orin,19,72,6,30,True
33,15,720,Orin,22,72,6,30,True
34,15,720,Orin,24,72,6,30,True
33,15,720,Orin,20,72,6,30,True
33,15,720,Orin,16,72,6,30,True
33,15,720,Orin,23,72,6,30,True
33,15,720,Orin,14,72,6,30,True
33,15,720,Orin,20,72,6,30,True
33,15,720,Orin,25,72,6,30,True
33,15,720,Orin,14,72,6,30,True
33,15,720,Orin,18,72,6,30,True
33,15,720,Orin,18,72,6,30,True
33,15,720,Orin,18,72,6,30,True
34,15,720,Orin,20,72,6,30,True
33,15,720,Orin,17,72,6,30,True
33,15,720,Orin,23,72,6,30,True
33,15,720,Orin,18,72,6,30,True
33,15,720,Orin,16,72,6,30,True
33,15,720,Orin,22,72,6,30,True
33,15,720,Orin,18,72,6,30,True
34,15,720,Orin,18,72,6,30,True
34,15,720,Orin,23,72,6,30,True
37,15,720,Orin,19,72,6,30,True
33,15,720,Orin,19,72,6,30,True
33,15,720,Orin,18,72,6,30,True
33,15,720,Orin,18,72,6,30,True
33,15,720,Orin,18,72,6,30,True
33,15,720,Orin,22,72,6,30,True
33,15,720,Orin,21,72,6,30,True
36,15,720,Orin,21,72,6,30,True
34,15,720,Orin,20,72,6,30,True
34,15,720,Orin,21,72,6,30,True
33,15,720,Orin,20,72,6,30,True
33,15,720,Orin,18,72,6,30,True
33,15,720,Orin,18,72,6,30,True
34,15,720,Orin,16,72,6,30,True
36,15,720,Orin,21,72,6,30,True
36,15,720,Orin,21,72,6,30,True
36,15,720,Orin,15,72,6,30,True
36,15,720,Orin,20,72,6,30,True
36,15,720,Orin,18,72,6,30,True
36,15,720,Orin,23,72,6,30,True
36,15,720,Orin,19,72,6,30,True
36,15,720,Orin,22,72,6,30,True
40,15,720,Orin,18,72,6,30,True
36,15,720,Orin,22,72,6,30,True
36,15,720,Orin,18,72,6,30,True
36,15,720,Orin,20,72,6,30,True
36,15,720,Orin,18,72,6,30,True
36,15,720,Orin,25,72,6,30,True
36,15,720,Orin,20,72,6,30,True
41,15,720,Orin,17,72,6,30,True
34,15,720,Orin,22,72,6,30,True
33,15,720,Orin,20,72,6,30,True
33,15,720,Orin,20,72,6,30,True
33,15,720,Orin,19,72,6,30,True
33,15,720,Orin,17,72,6,30,True
32,15,720,Orin,20,72,6,30,True
33,15,720,Orin,18,72,6,30,True
33,15,720,Orin,20,72,6,30,True
33,15,720,Orin,20,72,6,30,True
34,15,720,Orin,20,72,6,30,True
33,15,720,Orin,20,72,6,30,True
33,15,720,Orin,20,72,6,30,True
33,15,720,Orin,20,72,6,30,True
33,15,720,Orin,18,72,6,30,True
33,15,720,Orin,16,72,6,30,True
33,15,720,Orin,23,72,6,30,True
33,15,720,Orin,20,72,6,30,True
33,15,720,Orin,17,72,6,30,True
34,15,720,Orin,21,72,6,30,True
34,15,720,Orin,18,72,6,30,True
33,15,720,Orin,22,72,6,30,True
37,15,720,Orin,19,72,6,30,True
33,15,720,Orin,22,72,6,30,True
34,15,720,Orin,21,72,6,30,True
33,15,720,Orin,20,72,6,30,True
34,15,720,Orin,20,72,6,30,True
34,15,720,Orin,16,72,6,30,True
33,15,720,Orin,20,72,6,30,True
38,15,720,Orin,22,72,6,30,True
34,15,720,Orin,17,72,6,30,True
34,15,720,Orin,21,72,6,30,True
34,15,720,Orin,20,72,6,30,True
34,15,720,Orin,20,72,6,30,True
34,15,720,Orin,22,72,6,30,True
34,15,720,Orin,21,72,6,30,True
34,15,720,Orin,20,72,6,30,True
34,15,720,Orin,23,72,6,30,True
34,15,720,Orin,22,72,6,30,True
34,15,720,Orin,18,72,6,30,True
34,15,720,Orin,20,72,6,30,True
34,15,720,Orin,20,72,6,30,True
34,15,720,Orin,20,72,6,30,True
34,15,720,Orin,20,72,6,30,True
34,15,720,Orin,20,72,6,30,True
34,15,720,Orin,21,72,6,30,True
33,15,720,Orin,20,72,6,30,True
34,15,720,Orin,23,72,6,30,True
34,15,720,Orin,21,72,6,30,True
34,15,720,Orin,13,72,6,30,True
34,15,720,Orin,17,72,6,30,True
37,15,720,Orin,21,72,6,30,True
33,15,720,Orin,21,72,6,30,True
33,15,720,Orin,23,72,6,30,True
33,15,720,Orin,18,72,6,30,True
34,15,720,Orin,20,72,6,30,True
33,15,720,Orin,22,72,6,30,True
33,15,720,Orin,24,72,6,30,True
34,15,720,Orin,22,72,6,30,True
32,15,720,Orin,20,72,6,30,True
33,15,720,Orin,18,72,6,30,True
33,15,720,Orin,25,72,6,30,True
33,15,720,Orin,24,72,6,30,True
33,15,720,Orin,15,72,6,30,True
34,15,720,Orin,18,72,6,30,True
34,15,720,Orin,20,72,6,30,True
37,15,720,Orin,21,72,6,30,True
33,15,720,Orin,22,72,6,30,True
34,15,720,Orin,20,72,6,30,True
33,15,720,Orin,22,72,6,30,True
34,15,720,Orin,22,72,6,30,True
33,15,720,Orin,16,72,6,30,True
34,15,720,Orin,17,72,6,30,True
35,15,720,Orin,21,72,6,30,True
34,15,720,Orin,25,72,6,30,True
33,15,720,Orin,15,72,6,30,True
34,15,720,Orin,23,72,6,30,True
34,15,720,Orin,18,72,6,30,True
33,15,720,Orin,20,72,6,30,True
34,15,720,Orin,18,72,6,30,True
33,15,720,Orin,25,72,6,30,True
33,15,720,Orin,18,72,6,30,True
33,15,720,Orin,18,72,6,30,True
32,15,720,Orin,20,72,6,30,True
33,15,720,Orin,18,72,6,30,True
34,15,720,Orin,25,72,6,30,True
33,15,720,Orin,20,72,6,30,True
34,15,720,Orin,27,72,6,30,True
34,15,720,Orin,18,72,6,30,True
33,15,720,Orin,20,72,6,30,True
34,15,720,Orin,21,72,6,30,True
34,15,720,Orin,20,72,6,30,True
34,15,720,Orin,20,72,6,30,True
37,15,720,Orin,21,72,6,30,True
37,15,720,Orin,23,72,6,30,True
41,15,720,Orin,22,72,6,30,True
33,15,720,Orin,20,72,6,30,True
33,15,720,Orin,16,72,6,30,True
33,15,720,Orin,20,72,6,30,True
34,15,720,Orin,20,72,6,30,True
34,15,720,Orin,24,72,6,30,True
34,15,720,Orin,18,72,6,30,True
36,15,720,Orin,24,72,6,30,True
33,15,720,Orin,17,72,6,30,True
34,15,720,Orin,18,72,6,30,True
34,15,720,Orin,25,72,6,30,True
34,15,720,Orin,23,72,6,30,True
34,15,720,Orin,18,72,6,30,True
33,15,720,Orin,18,72,6,30,True
34,15,720,Orin,21,72,6,30,True
35,15,720,Orin,22,72,6,30,True
34,15,720,Orin,23,72,6,30,True
33,15,720,Orin,25,72,6,30,True
34,15,720,Orin,16,72,6,30,True
34,15,720,Orin,18,72,6,30,True
34,15,720,Orin,23,72,6,30,True
34,15,720,Orin,18,72,6,30,True
33,15,720,Orin,16,72,6,30,True
34,15,720,Orin,19,72,6,30,True
33,15,720,Orin,20,72,6,30,True
34,15,720,Orin,14,72,6,30,True
34,15,720,Orin,16,72,6,30,True
33,20,720,Orin,48,72,7,40,True
33,20,720,Orin,25,72,6,40,True
34,20,720,Orin,24,72,6,40,True
35,20,720,Orin,26,72,6,40,True
34,20,720,Orin,24,72,6,40,True
35,20,720,Orin,22,72,6,40,True
34,20,720,Orin,29,72,6,40,True
34,20,720,Orin,25,72,6,40,True
33,20,720,Orin,23,72,6,40,True
34,20,720,Orin,26,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,27,72,6,40,True
34,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,26,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,27,72,6,40,True
33,20,720,Orin,18,72,6,40,True
32,20,720,Orin,23,72,6,40,True
32,20,720,Orin,25,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,27,72,6,40,True
32,20,720,Orin,27,72,6,40,True
32,20,720,Orin,26,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,24,72,6,40,True
34,20,720,Orin,25,72,6,40,True
35,20,720,Orin,26,72,6,40,True
35,20,720,Orin,23,72,6,40,True
36,20,720,Orin,25,72,6,40,True
36,20,720,Orin,25,72,6,40,True
36,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
33,20,720,Orin,27,72,6,40,True
32,20,720,Orin,23,72,6,40,True
32,20,720,Orin,25,72,6,40,True
33,20,720,Orin,29,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,26,72,6,40,True
33,20,720,Orin,21,72,6,40,True
34,20,720,Orin,25,72,6,40,True
35,20,720,Orin,22,72,6,40,True
40,20,720,Orin,26,72,6,40,True
31,20,720,Orin,25,72,6,40,True
31,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
32,20,720,Orin,23,72,6,40,True
34,20,720,Orin,23,72,6,40,True
32,20,720,Orin,28,72,6,40,True
33,20,720,Orin,26,72,6,40,True
33,20,720,Orin,25,72,6,40,True
34,20,720,Orin,21,72,6,40,True
34,20,720,Orin,25,72,6,40,True
31,20,720,Orin,22,72,6,40,True
32,20,720,Orin,26,72,6,40,True
34,20,720,Orin,25,72,6,40,True
32,20,720,Orin,28,72,6,40,True
32,20,720,Orin,23,72,6,40,True
33,20,720,Orin,26,72,6,40,True
33,20,720,Orin,25,72,6,40,True
34,20,720,Orin,31,72,6,40,True
33,20,720,Orin,23,72,6,40,True
35,20,720,Orin,24,72,6,40,True
37,20,720,Orin,25,72,6,40,True
36,20,720,Orin,21,72,6,40,True
34,20,720,Orin,30,72,6,40,True
34,20,720,Orin,21,72,6,40,True
34,20,720,Orin,28,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
33,20,720,Orin,22,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,29,72,6,40,True
35,20,720,Orin,26,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
32,20,720,Orin,23,72,6,40,True
32,20,720,Orin,24,72,6,40,True
33,20,720,Orin,30,72,6,40,True
33,20,720,Orin,18,72,6,40,True
33,20,720,Orin,27,72,6,40,True
33,20,720,Orin,25,72,6,40,True
34,20,720,Orin,26,72,6,40,True
34,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
38,20,720,Orin,39,72,6,40,True
34,20,720,Orin,40,72,6,40,True
35,20,720,Orin,32,72,6,40,True
35,20,720,Orin,25,72,6,40,True
35,20,720,Orin,21,72,6,40,True
36,20,720,Orin,26,72,6,40,True
35,20,720,Orin,28,72,6,40,True
37,20,720,Orin,26,72,6,40,True
34,20,720,Orin,30,72,6,40,True
35,20,720,Orin,23,72,6,40,True
33,20,720,Orin,26,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,25,72,6,40,True
34,20,720,Orin,23,72,6,40,True
35,20,720,Orin,28,72,6,40,True
33,20,720,Orin,26,72,6,40,True
33,20,720,Orin,23,72,6,40,True
34,20,720,Orin,26,72,6,40,True
33,20,720,Orin,23,72,6,40,True
34,20,720,Orin,26,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,23,72,6,40,True
36,20,720,Orin,28,72,6,40,True
34,20,720,Orin,23,72,6,40,True
34,20,720,Orin,29,72,6,40,True
34,20,720,Orin,25,72,6,40,True
35,20,720,Orin,28,72,6,40,True
35,20,720,Orin,21,72,6,40,True
36,20,720,Orin,30,72,6,40,True
37,20,720,Orin,21,72,6,40,True
34,20,720,Orin,21,72,6,40,True
35,20,720,Orin,27,72,6,40,True
32,20,720,Orin,25,72,6,40,True
34,20,720,Orin,24,72,6,40,True
34,20,720,Orin,28,72,6,40,True
33,20,720,Orin,21,72,6,40,True
34,20,720,Orin,24,72,6,40,True
33,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,26,72,6,40,True
33,20,720,Orin,26,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
33,20,720,Orin,28,72,6,40,True
33,20,720,Orin,21,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,23,72,6,40,True
34,20,720,Orin,29,72,6,40,True
35,20,720,Orin,25,72,6,40,True
36,20,720,Orin,25,72,6,40,True
36,20,720,Orin,27,72,6,40,True
36,20,720,Orin,25,72,6,40,True
37,20,720,Orin,25,72,6,40,True
34,20,720,Orin,26,72,6,40,True
34,20,720,Orin,21,72,6,40,True
34,20,720,Orin,30,72,6,40,True
35,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
33,20,720,Orin,19,72,6,40,True
33,20,720,Orin,29,72,6,40,True
33,20,720,Orin,30,72,6,40,True
33,20,720,Orin,23,72,6,40,True
32,20,720,Orin,25,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,26,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
32,20,720,Orin,26,72,6,40,True
36,20,720,Orin,29,72,6,40,True
33,20,720,Orin,28,72,6,40,True
33,20,720,Orin,27,72,6,40,True
34,20,720,Orin,21,72,6,40,True
34,20,720,Orin,25,72,6,40,True
35,20,720,Orin,20,72,6,40,True
35,20,720,Orin,23,72,6,40,True
35,20,720,Orin,28,72,6,40,True
37,20,720,Orin,21,72,6,40,True
37,20,720,Orin,30,72,6,40,True
38,20,720,Orin,25,72,6,40,True
35,20,720,Orin,22,72,6,40,True
35,20,720,Orin,25,72,6,40,True
33,20,720,Orin,21,72,6,40,True
33,20,720,Orin,26,72,6,40,True
32,20,720,Orin,26,72,6,40,True
33,20,720,Orin,23,72,6,40,True
33,20,720,Orin,29,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,26,72,6,40,True
34,20,720,Orin,25,72,6,40,True
35,20,720,Orin,25,72,6,40,True
35,20,720,Orin,25,72,6,40,True
36,20,720,Orin,25,72,6,40,True
38,20,720,Orin,26,72,6,40,True
32,20,720,Orin,23,72,6,40,True
36,20,720,Orin,26,72,6,40,True
38,20,720,Orin,25,72,6,40,True
35,20,720,Orin,22,72,6,40,True
35,20,720,Orin,29,72,6,40,True
35,20,720,Orin,25,72,6,40,True
34,20,720,Orin,21,72,6,40,True
35,20,720,Orin,25,72,6,40,True
34,20,720,Orin,35,72,6,40,True
34,20,720,Orin,28,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,23,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
33,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,25,72,6,40,True
36,20,720,Orin,23,72,6,40,True
34,20,720,Orin,28,72,6,40,True
34,20,720,Orin,28,72,6,40,True
34,20,720,Orin,21,72,6,40,True
34,20,720,Orin,28,72,6,40,True
35,20,720,Orin,23,72,6,40,True
35,20,720,Orin,23,72,6,40,True
35,20,720,Orin,26,72,6,40,True
35,20,720,Orin,26,72,6,40,True
38,20,720,Orin,26,72,6,40,True
34,20,720,Orin,25,72,6,40,True
35,20,720,Orin,24,72,6,40,True
37,20,720,Orin,26,72,6,40,True
37,20,720,Orin,21,72,6,40,True
37,20,720,Orin,30,72,6,40,True
36,20,720,Orin,26,72,6,40,True
34,20,720,Orin,28,72,6,40,True
34,20,720,Orin,23,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,23,72,6,40,True
35,20,720,Orin,23,72,6,40,True
34,20,720,Orin,32,72,6,40,True
33,20,720,Orin,21,72,6,40,True
33,20,720,Orin,28,72,6,40,True
32,20,720,Orin,23,72,6,40,True
34,20,720,Orin,27,72,6,40,True
35,20,720,Orin,25,72,6,40,True
35,20,720,Orin,25,72,6,40,True
34,20,720,Orin,26,72,6,40,True
34,20,720,Orin,25,72,6,40,True
35,20,720,Orin,26,72,6,40,True
35,20,720,Orin,21,72,6,40,True
36,20,720,Orin,31,72,6,40,True
36,20,720,Orin,21,72,6,40,True
38,20,720,Orin,30,72,6,40,True
37,20,720,Orin,25,72,6,40,True
37,20,720,Orin,28,72,6,40,True
37,20,720,Orin,30,72,6,40,True
35,20,720,Orin,22,72,6,40,True
36,20,720,Orin,23,72,6,40,True
34,20,720,Orin,26,72,6,40,True
34,20,720,Orin,25,72,6,40,True
33,20,720,Orin,23,72,6,40,True
34,20,720,Orin,23,72,6,40,True
35,20,720,Orin,29,72,6,40,True
35,20,720,Orin,27,72,6,40,True
35,20,720,Orin,30,72,6,40,True
35,20,720,Orin,22,72,6,40,True
36,20,720,Orin,27,72,6,40,True
36,20,720,Orin,23,72,6,40,True
36,20,720,Orin,26,72,6,40,True
37,20,720,Orin,21,72,6,40,True
37,20,720,Orin,30,72,6,40,True
37,20,720,Orin,26,72,6,40,True
38,20,720,Orin,21,72,6,40,True
38,20,720,Orin,26,72,6,40,True
34,20,720,Orin,26,72,6,40,True
35,20,720,Orin,23,72,6,40,True
34,20,720,Orin,26,72,6,40,True
35,20,720,Orin,25,72,6,40,True
33,20,720,Orin,23,72,6,40,True
34,20,720,Orin,30,72,6,40,True
34,20,720,Orin,21,72,6,40,True
34,20,720,Orin,25,72,6,40,True
34,20,720,Orin,28,72,6,40,True
