delta,isentropic,data_size,fig_size,device_type,cpu,memory,consumption,timestamp,gpu,cumm_net_delay
27,100,20,10,Laptop,9,34,19,2024-03-21 15:17:51.049433,0,35
25,100,20,10,Laptop,6,34,19,2024-03-21 15:17:51.308446,0,33
25,100,20,10,Laptop,7,34,19,2024-03-21 15:17:51.559750,0,33
24,100,20,10,Laptop,6,34,19,2024-03-21 15:17:51.807685,0,32
24,100,20,10,Laptop,6,34,19,2024-03-21 15:17:52.054931,0,32
24,100,20,10,Laptop,6,34,19,2024-03-21 15:17:52.300839,0,32
25,100,20,20,Laptop,7,34,19,2024-03-21 15:17:52.555227,0,33
27,100,20,20,Laptop,12,34,19,2024-03-21 15:17:52.830778,0,35
36,100,20,20,Laptop,11,34,19,2024-03-21 15:17:53.193130,0,44
34,100,20,20,Laptop,9,34,19,2024-03-21 15:17:53.541579,0,42
30,100,20,20,Laptop,6,34,19,2024-03-21 15:17:53.849754,0,38
30,100,20,20,Laptop,12,34,19,2024-03-21 15:17:54.156148,0,38
39,100,20,20,Laptop,17,34,19,2024-03-21 15:17:54.554566,0,47
35,100,20,20,Laptop,7,34,19,2024-03-21 15:17:54.914812,0,43
30,100,20,20,Laptop,6,34,19,2024-03-21 15:17:55.215495,0,38
27,100,20,20,Laptop,6,34,19,2024-03-21 15:17:55.492674,0,35
30,100,20,50,Laptop,6,35,19,2024-03-21 15:17:55.797435,0,38
30,100,20,50,Laptop,9,34,19,2024-03-21 15:17:56.108005,0,38
42,100,20,50,Laptop,15,35,19,2024-03-21 15:17:56.535847,0,50
49,100,20,50,Laptop,17,35,19,2024-03-21 15:17:57.036359,0,57
58,100,20,50,Laptop,19,35,20,2024-03-21 15:17:57.627092,0,66
53,100,20,50,Laptop,11,35,19,2024-03-21 15:17:58.159794,0,61
46,100,20,50,Laptop,16,35,19,2024-03-21 15:17:58.622913,0,54
44,100,20,50,Laptop,13,35,19,2024-03-21 15:17:59.070459,0,52
42,100,20,50,Laptop,14,36,19,2024-03-21 15:17:59.495933,0,50
41,100,20,50,Laptop,8,36,19,2024-03-21 15:17:59.916021,0,49
48,100,20,80,Laptop,13,36,19,2024-03-21 15:18:00.398431,0,56
43,100,20,80,Laptop,14,37,19,2024-03-21 15:18:00.837848,0,51
76,100,20,80,Laptop,15,35,19,2024-03-21 15:18:01.599975,0,84
49,100,20,80,Laptop,11,35,19,2024-03-21 15:18:02.098446,0,57
40,100,20,80,Laptop,7,36,19,2024-03-21 15:18:02.498972,0,48
34,100,20,80,Laptop,6,36,19,2024-03-21 15:18:02.847754,0,42
36,100,20,80,Laptop,8,36,19,2024-03-21 15:18:03.212558,0,44
35,100,20,80,Laptop,8,37,19,2024-03-21 15:18:03.572000,0,43
34,100,20,80,Laptop,6,38,19,2024-03-21 15:18:03.914290,0,42
36,100,20,80,Laptop,9,38,19,2024-03-21 15:18:04.276195,0,44
28,100,30,1,Laptop,7,38,19,2024-03-21 15:18:04.563946,0,36
27,100,30,1,Laptop,6,38,19,2024-03-21 15:18:04.844308,0,35
28,100,30,1,Laptop,8,38,19,2024-03-21 15:18:05.133834,0,36
31,100,30,1,Laptop,9,38,19,2024-03-21 15:18:05.447826,0,39
35,100,30,1,Laptop,16,38,19,2024-03-21 15:18:05.805616,0,43
40,100,30,1,Laptop,14,38,19,2024-03-21 15:18:06.206964,0,48
42,100,30,1,Laptop,19,38,20,2024-03-21 15:18:06.635071,0,50
40,100,30,1,Laptop,8,38,19,2024-03-21 15:18:07.045481,0,48
34,100,30,1,Laptop,11,38,19,2024-03-21 15:18:07.394724,0,42
31,100,30,1,Laptop,7,38,19,2024-03-21 15:18:07.708775,0,39
32,100,30,10,Laptop,11,38,19,2024-03-21 15:18:08.030226,0,40
32,100,30,10,Laptop,7,38,19,2024-03-21 15:18:08.352139,0,40
31,100,30,10,Laptop,9,38,19,2024-03-21 15:18:08.671883,0,39
36,100,30,10,Laptop,13,38,19,2024-03-21 15:18:09.039747,0,44
32,100,30,10,Laptop,6,38,19,2024-03-21 15:18:09.363922,0,40
30,100,30,10,Laptop,6,38,19,2024-03-21 15:18:09.669949,0,38
29,100,30,10,Laptop,6,38,19,2024-03-21 15:18:09.963485,0,37
28,100,30,10,Laptop,7,38,19,2024-03-21 15:18:10.251245,0,36
28,100,30,10,Laptop,6,38,19,2024-03-21 15:18:10.537360,0,36
28,100,30,10,Laptop,7,38,19,2024-03-21 15:18:10.827703,0,36
29,100,30,20,Laptop,6,38,19,2024-03-21 15:18:11.122084,0,37
29,100,30,20,Laptop,6,38,19,2024-03-21 15:18:11.416094,0,37
29,100,30,20,Laptop,6,38,19,2024-03-21 15:18:11.711559,0,37
28,100,30,20,Laptop,6,38,19,2024-03-21 15:18:11.996884,0,36
28,100,30,20,Laptop,6,38,19,2024-03-21 15:18:12.280960,0,36
29,100,30,20,Laptop,6,38,19,2024-03-21 15:18:12.576564,0,37
29,100,30,20,Laptop,6,38,19,2024-03-21 15:18:12.869973,0,37
30,100,30,20,Laptop,6,38,19,2024-03-21 15:18:13.174536,0,38
29,100,30,20,Laptop,7,38,19,2024-03-21 15:18:13.470129,0,37
30,100,30,20,Laptop,6,38,19,2024-03-21 15:18:13.770913,0,38
33,100,30,50,Laptop,6,39,19,2024-03-21 15:18:14.105507,0,41
32,100,30,50,Laptop,6,39,19,2024-03-21 15:18:14.431148,0,40
49,100,30,50,Laptop,7,34,19,2024-03-21 15:18:14.922330,0,57
35,100,30,50,Laptop,8,34,19,2024-03-21 15:18:15.273161,0,43
32,100,30,50,Laptop,6,34,19,2024-03-21 15:18:15.596730,0,40
31,100,30,50,Laptop,6,34,19,2024-03-21 15:18:15.912651,0,39
31,100,30,50,Laptop,6,34,19,2024-03-21 15:18:16.231372,0,39
31,100,30,50,Laptop,6,35,19,2024-03-21 15:18:16.545479,0,39
31,100,30,50,Laptop,7,35,19,2024-03-21 15:18:16.857298,0,39
31,100,30,50,Laptop,6,35,19,2024-03-21 15:18:17.171863,0,39
37,100,30,80,Laptop,7,36,19,2024-03-21 15:18:17.548158,0,45
38,100,30,80,Laptop,7,36,19,2024-03-21 15:18:17.929780,0,46
38,100,30,80,Laptop,6,36,19,2024-03-21 15:18:18.318607,0,46
36,100,30,80,Laptop,7,37,19,2024-03-21 15:18:18.686857,0,44
37,100,30,80,Laptop,6,38,19,2024-03-21 15:18:19.058589,0,45
38,100,30,80,Laptop,7,38,19,2024-03-21 15:18:19.445376,0,46
36,100,30,80,Laptop,7,39,19,2024-03-21 15:18:19.815149,0,44
37,100,30,80,Laptop,6,39,19,2024-03-21 15:18:20.186128,0,45
36,100,30,80,Laptop,6,39,19,2024-03-21 15:18:20.554085,0,44
35,100,30,80,Laptop,7,39,19,2024-03-21 15:18:20.913660,0,43
19,200,5,1,Laptop,6,39,19,2024-03-21 15:18:21.185686,0,27
19,200,5,1,Laptop,6,39,19,2024-03-21 15:18:21.380972,0,27
19,200,5,1,Laptop,7,39,19,2024-03-21 15:18:21.576846,0,27
19,200,5,1,Laptop,6,39,19,2024-03-21 15:18:21.775449,0,27
19,200,5,1,Laptop,6,39,19,2024-03-21 15:18:21.974464,0,27
19,200,5,1,Laptop,6,39,19,2024-03-21 15:18:22.174777,0,27
19,200,5,1,Laptop,6,39,19,2024-03-21 15:18:22.371004,0,27
20,200,5,1,Laptop,6,39,19,2024-03-21 15:18:22.571471,0,28
19,200,5,1,Laptop,7,39,19,2024-03-21 15:18:22.768967,0,27
19,200,5,1,Laptop,6,39,19,2024-03-21 15:18:22.967871,0,27
19,200,5,10,Laptop,6,39,19,2024-03-21 15:18:23.167475,0,27
19,200,5,10,Laptop,6,39,19,2024-03-21 15:18:23.367826,0,27
20,200,5,10,Laptop,7,39,19,2024-03-21 15:18:23.570507,0,28
20,200,5,10,Laptop,6,39,19,2024-03-21 15:18:23.774737,0,28
20,200,5,10,Laptop,7,39,19,2024-03-21 15:18:23.979173,0,28
20,200,5,10,Laptop,6,39,19,2024-03-21 15:18:24.184277,0,28
20,200,5,10,Laptop,6,39,19,2024-03-21 15:18:24.385009,0,28
19,200,5,10,Laptop,6,39,19,2024-03-21 15:18:24.583060,0,27
19,200,5,10,Laptop,6,39,19,2024-03-21 15:18:24.780049,0,27
19,200,5,10,Laptop,7,39,19,2024-03-21 15:18:24.977927,0,27
19,200,5,20,Laptop,6,39,19,2024-03-21 15:18:25.176701,0,27
38,200,5,20,Laptop,7,33,19,2024-03-21 15:18:25.563672,0,46
21,200,5,20,Laptop,6,33,19,2024-03-21 15:18:25.779960,0,29
19,200,5,20,Laptop,5,33,19,2024-03-21 15:18:25.973454,0,27
20,200,5,20,Laptop,7,33,19,2024-03-21 15:18:26.176317,0,28
20,200,5,20,Laptop,6,33,19,2024-03-21 15:18:26.377535,0,28
20,200,5,20,Laptop,6,33,19,2024-03-21 15:18:26.584590,0,28
19,200,5,20,Laptop,6,33,19,2024-03-21 15:18:26.782895,0,27
20,200,5,20,Laptop,6,33,19,2024-03-21 15:18:26.985916,0,28
20,200,5,20,Laptop,6,33,19,2024-03-21 15:18:27.187602,0,28
23,200,5,50,Laptop,7,34,19,2024-03-21 15:18:27.423980,0,31
23,200,5,50,Laptop,6,34,19,2024-03-21 15:18:27.659548,0,31
23,200,5,50,Laptop,6,34,19,2024-03-21 15:18:27.895244,0,31
22,200,5,50,Laptop,6,34,19,2024-03-21 15:18:28.124836,0,30
22,200,5,50,Laptop,6,35,19,2024-03-21 15:18:28.352539,0,30
23,200,5,50,Laptop,6,35,19,2024-03-21 15:18:28.587177,0,31
23,200,5,50,Laptop,6,35,19,2024-03-21 15:18:28.817977,0,31
23,200,5,50,Laptop,6,35,19,2024-03-21 15:18:29.048740,0,31
23,200,5,50,Laptop,6,35,19,2024-03-21 15:18:29.283915,0,31
23,200,5,50,Laptop,6,35,19,2024-03-21 15:18:29.514728,0,31
28,200,5,80,Laptop,7,36,19,2024-03-21 15:18:29.804140,0,36
29,200,5,80,Laptop,6,36,19,2024-03-21 15:18:30.098622,0,37
27,200,5,80,Laptop,6,37,19,2024-03-21 15:18:30.378400,0,35
29,200,5,80,Laptop,6,37,19,2024-03-21 15:18:30.669801,0,37
27,200,5,80,Laptop,6,37,19,2024-03-21 15:18:30.948283,0,35
28,200,5,80,Laptop,7,38,19,2024-03-21 15:18:31.229619,0,36
28,200,5,80,Laptop,6,38,19,2024-03-21 15:18:31.515942,0,36
27,200,5,80,Laptop,6,39,19,2024-03-21 15:18:31.794102,0,35
27,200,5,80,Laptop,6,40,19,2024-03-21 15:18:32.072121,0,35
28,200,5,80,Laptop,6,40,19,2024-03-21 15:18:32.361866,0,36
21,200,10,1,Laptop,6,40,19,2024-03-21 15:18:32.574510,0,29
21,200,10,1,Laptop,7,40,19,2024-03-21 15:18:32.787796,0,29
21,200,10,1,Laptop,7,40,19,2024-03-21 15:18:33.002414,0,29
21,200,10,1,Laptop,6,40,19,2024-03-21 15:18:33.221611,0,29
21,200,10,1,Laptop,6,40,19,2024-03-21 15:18:33.435620,0,29
21,200,10,1,Laptop,7,40,19,2024-03-21 15:18:33.651105,0,29
21,200,10,1,Laptop,6,40,19,2024-03-21 15:18:33.863334,0,29
21,200,10,1,Laptop,6,40,19,2024-03-21 15:18:34.077520,0,29
21,200,10,1,Laptop,6,40,19,2024-03-21 15:18:34.296499,0,29
21,200,10,1,Laptop,6,40,19,2024-03-21 15:18:34.515331,0,29
21,200,10,10,Laptop,6,40,19,2024-03-21 15:18:34.734244,0,29
21,200,10,10,Laptop,6,40,19,2024-03-21 15:18:34.951136,0,29
41,200,10,10,Laptop,6,33,19,2024-03-21 15:18:35.370479,0,49
21,200,10,10,Laptop,6,33,19,2024-03-21 15:18:35.587625,0,29
21,200,10,10,Laptop,6,33,19,2024-03-21 15:18:35.803230,0,29
21,200,10,10,Laptop,6,33,19,2024-03-21 15:18:36.017167,0,29
21,200,10,10,Laptop,6,33,19,2024-03-21 15:18:36.234929,0,29
22,200,10,10,Laptop,6,33,19,2024-03-21 15:18:36.455995,0,30
21,200,10,10,Laptop,6,33,19,2024-03-21 15:18:36.673368,0,29
21,200,10,10,Laptop,6,33,19,2024-03-21 15:18:36.888910,0,29
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:37.104427,0,29
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:37.319945,0,29
21,200,10,20,Laptop,7,33,19,2024-03-21 15:18:37.537200,0,29
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:37.754345,0,29
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:37.971152,0,29
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:38.189746,0,29
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:38.408700,0,29
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:38.624479,0,29
22,200,10,20,Laptop,6,33,19,2024-03-21 15:18:38.846316,0,30
21,200,10,20,Laptop,6,33,19,2024-03-21 15:18:39.063789,0,29
25,200,10,50,Laptop,7,34,19,2024-03-21 15:18:39.321774,0,33
25,200,10,50,Laptop,7,34,19,2024-03-21 15:18:39.579661,0,33
24,200,10,50,Laptop,6,34,19,2024-03-21 15:18:39.829978,0,32
25,200,10,50,Laptop,6,34,19,2024-03-21 15:18:40.085974,0,33
24,200,10,50,Laptop,6,34,19,2024-03-21 15:18:40.334922,0,32
24,200,10,50,Laptop,6,34,19,2024-03-21 15:18:40.581166,0,32
25,200,10,50,Laptop,6,34,19,2024-03-21 15:18:40.834169,0,33
24,200,10,50,Laptop,6,35,19,2024-03-21 15:18:41.080427,0,32
24,200,10,50,Laptop,6,35,19,2024-03-21 15:18:41.327146,0,32
25,200,10,50,Laptop,6,35,19,2024-03-21 15:18:41.578239,0,33
29,200,10,80,Laptop,6,36,19,2024-03-21 15:18:41.878140,0,37
31,200,10,80,Laptop,6,36,19,2024-03-21 15:18:42.189169,0,39
31,200,10,80,Laptop,7,36,19,2024-03-21 15:18:42.501469,0,39
29,200,10,80,Laptop,6,37,19,2024-03-21 15:18:42.799955,0,37
30,200,10,80,Laptop,6,37,19,2024-03-21 15:18:43.110138,0,38
31,200,10,80,Laptop,7,37,19,2024-03-21 15:18:43.422163,0,39
29,200,10,80,Laptop,6,37,19,2024-03-21 15:18:43.717640,0,37
30,200,10,80,Laptop,6,37,19,2024-03-21 15:18:44.026636,0,38
29,200,10,80,Laptop,6,38,19,2024-03-21 15:18:44.323902,0,37
29,200,10,80,Laptop,7,39,19,2024-03-21 15:18:44.621634,0,37
26,200,20,1,Laptop,6,38,19,2024-03-21 15:18:44.891272,0,34
26,200,20,1,Laptop,6,38,19,2024-03-21 15:18:45.153005,0,34
42,200,20,1,Laptop,6,33,19,2024-03-21 15:18:45.582345,0,50
24,200,20,1,Laptop,7,33,19,2024-03-21 15:18:45.828622,0,32
24,200,20,1,Laptop,7,33,19,2024-03-21 15:18:46.076862,0,32
25,200,20,1,Laptop,7,33,19,2024-03-21 15:18:46.328942,0,33
24,200,20,1,Laptop,6,33,19,2024-03-21 15:18:46.578351,0,32
24,200,20,1,Laptop,6,33,19,2024-03-21 15:18:46.826384,0,32
24,200,20,1,Laptop,7,33,19,2024-03-21 15:18:47.076205,0,32
24,200,20,1,Laptop,6,33,19,2024-03-21 15:18:47.323671,0,32
24,200,20,10,Laptop,7,33,19,2024-03-21 15:18:47.571919,0,32
24,200,20,10,Laptop,6,33,19,2024-03-21 15:18:47.819049,0,32
24,200,20,10,Laptop,7,33,19,2024-03-21 15:18:48.066639,0,32
24,200,20,10,Laptop,6,33,19,2024-03-21 15:18:48.315054,0,32
24,200,20,10,Laptop,6,33,19,2024-03-21 15:18:48.561117,0,32
24,200,20,10,Laptop,6,33,19,2024-03-21 15:18:48.811425,0,32
24,200,20,10,Laptop,6,33,19,2024-03-21 15:18:49.057968,0,32
24,200,20,10,Laptop,6,33,19,2024-03-21 15:18:49.303890,0,32
25,200,20,10,Laptop,6,33,19,2024-03-21 15:18:49.554959,0,33
25,200,20,10,Laptop,6,33,19,2024-03-21 15:18:49.806206,0,33
24,200,20,20,Laptop,6,33,19,2024-03-21 15:18:50.056525,0,32
25,200,20,20,Laptop,6,33,19,2024-03-21 15:18:50.309258,0,33
24,200,20,20,Laptop,7,33,19,2024-03-21 15:18:50.556054,0,32
25,200,20,20,Laptop,6,33,19,2024-03-21 15:18:50.813426,0,33
25,200,20,20,Laptop,6,33,19,2024-03-21 15:18:51.068305,0,33
25,200,20,20,Laptop,6,33,19,2024-03-21 15:18:51.328609,0,33
26,200,20,20,Laptop,6,33,19,2024-03-21 15:18:51.594610,0,34
26,200,20,20,Laptop,6,33,19,2024-03-21 15:18:51.855640,0,34
25,200,20,20,Laptop,6,33,19,2024-03-21 15:18:52.115137,0,33
26,200,20,20,Laptop,7,33,19,2024-03-21 15:18:52.381977,0,34
29,200,20,50,Laptop,7,34,19,2024-03-21 15:18:52.677709,0,37
30,200,20,50,Laptop,6,34,19,2024-03-21 15:18:52.978408,0,38
29,200,20,50,Laptop,6,34,19,2024-03-21 15:18:53.277791,0,37
28,200,20,50,Laptop,7,34,19,2024-03-21 15:18:53.564461,0,36
29,200,20,50,Laptop,6,34,19,2024-03-21 15:18:53.864234,0,37
30,200,20,50,Laptop,6,34,19,2024-03-21 15:18:54.167498,0,38
28,200,20,50,Laptop,6,34,19,2024-03-21 15:18:54.454372,0,36
31,200,20,50,Laptop,8,34,19,2024-03-21 15:18:54.767614,0,39
33,200,20,50,Laptop,7,35,19,2024-03-21 15:18:55.099873,0,41
29,200,20,50,Laptop,6,35,19,2024-03-21 15:18:55.394756,0,37
34,200,20,80,Laptop,6,35,19,2024-03-21 15:18:55.744368,0,42
33,200,20,80,Laptop,6,36,19,2024-03-21 15:18:56.084420,0,41
48,200,20,80,Laptop,6,34,19,2024-03-21 15:18:56.568061,0,56
34,200,20,80,Laptop,6,34,19,2024-03-21 15:18:56.914342,0,42
33,200,20,80,Laptop,6,35,19,2024-03-21 15:18:57.248864,0,41
32,200,20,80,Laptop,6,35,19,2024-03-21 15:18:57.577155,0,40
33,200,20,80,Laptop,6,35,19,2024-03-21 15:18:57.914876,0,41
32,200,20,80,Laptop,6,36,19,2024-03-21 15:18:58.242786,0,40
32,200,20,80,Laptop,6,37,19,2024-03-21 15:18:58.567607,0,40
33,200,20,80,Laptop,6,37,19,2024-03-21 15:18:58.906835,0,41
27,200,30,1,Laptop,6,37,19,2024-03-21 15:18:59.181583,0,35
27,200,30,1,Laptop,6,37,19,2024-03-21 15:18:59.452307,0,35
28,200,30,1,Laptop,6,37,19,2024-03-21 15:18:59.734571,0,36
28,200,30,1,Laptop,7,37,19,2024-03-21 15:19:00.017396,0,36
27,200,30,1,Laptop,7,37,19,2024-03-21 15:19:00.295835,0,35
28,200,30,1,Laptop,6,37,19,2024-03-21 15:19:00.578131,0,36
27,200,30,1,Laptop,8,37,19,2024-03-21 15:19:00.858595,0,35
28,200,30,1,Laptop,6,37,19,2024-03-21 15:19:01.140365,0,36
28,200,30,1,Laptop,6,37,19,2024-03-21 15:19:01.422718,0,36
27,200,30,1,Laptop,7,37,19,2024-03-21 15:19:01.701619,0,35
28,200,30,10,Laptop,6,37,19,2024-03-21 15:19:01.984152,0,36
28,200,30,10,Laptop,6,37,19,2024-03-21 15:19:02.274309,0,36
29,200,30,10,Laptop,6,37,19,2024-03-21 15:19:02.566478,0,37
29,200,30,10,Laptop,6,37,19,2024-03-21 15:19:02.859367,0,37
29,200,30,10,Laptop,6,37,19,2024-03-21 15:19:03.151385,0,37
28,200,30,10,Laptop,6,37,19,2024-03-21 15:19:03.439675,0,36
29,200,30,10,Laptop,7,37,19,2024-03-21 15:19:03.738801,0,37
29,200,30,10,Laptop,6,37,19,2024-03-21 15:19:04.033472,0,37
29,200,30,10,Laptop,6,37,19,2024-03-21 15:19:04.323999,0,37
28,200,30,10,Laptop,6,37,19,2024-03-21 15:19:04.614454,0,36
29,200,30,20,Laptop,7,37,19,2024-03-21 15:19:04.911992,0,37
29,200,30,20,Laptop,6,37,19,2024-03-21 15:19:05.209167,0,37
29,200,30,20,Laptop,6,37,19,2024-03-21 15:19:05.506837,0,37
29,200,30,20,Laptop,6,37,19,2024-03-21 15:19:05.798387,0,37
28,200,30,20,Laptop,6,37,19,2024-03-21 15:19:06.083520,0,36
29,200,30,20,Laptop,6,37,19,2024-03-21 15:19:06.380698,0,37
29,200,30,20,Laptop,6,37,19,2024-03-21 15:19:06.673093,0,37
30,200,30,20,Laptop,7,37,19,2024-03-21 15:19:06.982382,0,38
29,200,30,20,Laptop,7,37,19,2024-03-21 15:19:07.281551,0,37
29,200,30,20,Laptop,6,37,19,2024-03-21 15:19:07.579459,0,37
32,200,30,50,Laptop,6,37,19,2024-03-21 15:19:07.909082,0,40
32,200,30,50,Laptop,6,38,19,2024-03-21 15:19:08.232511,0,40
49,200,30,50,Laptop,6,33,19,2024-03-21 15:19:08.723330,0,57
31,200,30,50,Laptop,6,33,19,2024-03-21 15:19:09.041065,0,39
31,200,30,50,Laptop,7,34,19,2024-03-21 15:19:09.353122,0,39
31,200,30,50,Laptop,6,34,19,2024-03-21 15:19:09.668457,0,39
32,200,30,50,Laptop,6,34,19,2024-03-21 15:19:09.989232,0,40
31,200,30,50,Laptop,6,34,19,2024-03-21 15:19:10.305706,0,39
31,200,30,50,Laptop,6,35,19,2024-03-21 15:19:10.618911,0,39
31,200,30,50,Laptop,7,35,19,2024-03-21 15:19:10.934293,0,39
35,200,30,80,Laptop,6,35,19,2024-03-21 15:19:11.294585,0,43
35,200,30,80,Laptop,6,36,19,2024-03-21 15:19:11.652916,0,43
36,200,30,80,Laptop,6,36,19,2024-03-21 15:19:12.022571,0,44
35,200,30,80,Laptop,6,37,19,2024-03-21 15:19:12.380096,0,43
35,200,30,80,Laptop,6,38,19,2024-03-21 15:19:12.736688,0,43
36,200,30,80,Laptop,6,38,19,2024-03-21 15:19:13.105503,0,44
35,200,30,80,Laptop,6,39,19,2024-03-21 15:19:13.465306,0,43
36,200,30,80,Laptop,6,39,19,2024-03-21 15:19:13.830645,0,44
37,200,30,80,Laptop,7,38,19,2024-03-21 15:19:14.205544,0,45
36,200,30,80,Laptop,7,39,19,2024-03-21 15:19:14.571215,0,44
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:15.105424,0,53
46,296,5,1,Laptop,6,39,19,2024-03-21 15:19:15.566451,0,54
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:16.021302,0,53
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:16.474326,0,53
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:16.933953,0,53
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:17.389220,0,53
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:17.841834,0,53
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:18.298679,0,53
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:18.752949,0,53
45,296,5,1,Laptop,6,39,19,2024-03-21 15:19:19.208423,0,53
50,296,5,10,Laptop,10,39,19,2024-03-21 15:19:19.718521,0,58
51,296,5,10,Laptop,9,39,19,2024-03-21 15:19:20.238587,0,59
52,296,5,10,Laptop,9,39,19,2024-03-21 15:19:20.761477,0,60
51,296,5,10,Laptop,9,39,19,2024-03-21 15:19:21.277928,0,59
51,296,5,10,Laptop,9,39,19,2024-03-21 15:19:21.792229,0,59
51,296,5,10,Laptop,9,39,19,2024-03-21 15:19:22.304400,0,59
52,296,5,10,Laptop,9,39,19,2024-03-21 15:19:22.829983,0,60
51,296,5,10,Laptop,9,39,19,2024-03-21 15:19:23.346746,0,59
51,296,5,10,Laptop,9,39,19,2024-03-21 15:19:23.864343,0,59
51,296,5,10,Laptop,9,39,19,2024-03-21 15:19:24.377722,0,59
72,296,5,20,Laptop,8,33,19,2024-03-21 15:19:25.105913,0,80
53,296,5,20,Laptop,9,33,19,2024-03-21 15:19:25.638123,0,61
52,296,5,20,Laptop,9,33,19,2024-03-21 15:19:26.167648,0,60
53,296,5,20,Laptop,9,33,19,2024-03-21 15:19:26.698332,0,61
53,296,5,20,Laptop,9,33,19,2024-03-21 15:19:27.231300,0,61
53,296,5,20,Laptop,9,33,19,2024-03-21 15:19:27.764896,0,61
52,296,5,20,Laptop,9,33,19,2024-03-21 15:19:28.293108,0,60
53,296,5,20,Laptop,9,33,19,2024-03-21 15:19:28.829554,0,61
53,296,5,20,Laptop,9,33,19,2024-03-21 15:19:29.361120,0,61
52,296,5,20,Laptop,9,33,19,2024-03-21 15:19:29.890309,0,60
58,296,5,50,Laptop,8,34,19,2024-03-21 15:19:30.473676,0,66
57,296,5,50,Laptop,9,34,19,2024-03-21 15:19:31.053493,0,65
57,296,5,50,Laptop,9,34,19,2024-03-21 15:19:31.628673,0,65
57,296,5,50,Laptop,9,35,19,2024-03-21 15:19:32.204422,0,65
57,296,5,50,Laptop,8,35,19,2024-03-21 15:19:32.782262,0,65
57,296,5,50,Laptop,9,35,19,2024-03-21 15:19:33.360809,0,65
56,296,5,50,Laptop,8,35,19,2024-03-21 15:19:33.930426,0,64
57,296,5,50,Laptop,9,36,19,2024-03-21 15:19:34.505852,0,65
58,296,5,50,Laptop,9,36,19,2024-03-21 15:19:35.086437,0,66
58,296,5,50,Laptop,8,36,19,2024-03-21 15:19:35.671436,0,66
81,296,5,80,Laptop,8,34,19,2024-03-21 15:19:36.485661,0,89
62,296,5,80,Laptop,8,35,19,2024-03-21 15:19:37.114770,0,70
62,296,5,80,Laptop,9,35,19,2024-03-21 15:19:37.739964,0,70
62,296,5,80,Laptop,8,36,19,2024-03-21 15:19:38.362286,0,70
62,296,5,80,Laptop,8,37,19,2024-03-21 15:19:38.991554,0,70
63,296,5,80,Laptop,8,38,19,2024-03-21 15:19:39.630123,0,71
64,296,5,80,Laptop,8,39,19,2024-03-21 15:19:40.275889,0,72
64,296,5,80,Laptop,9,39,19,2024-03-21 15:19:40.926377,0,72
64,296,5,80,Laptop,9,40,19,2024-03-21 15:19:41.573157,0,72
64,296,5,80,Laptop,8,41,19,2024-03-21 15:19:42.221372,0,72
148,296,10,1,Laptop,7,41,19,2024-03-21 15:19:43.709495,0,156
151,296,10,1,Laptop,8,41,19,2024-03-21 15:19:45.224887,0,159
149,296,10,1,Laptop,7,41,19,2024-03-21 15:19:46.715646,0,157
151,296,10,1,Laptop,8,41,19,2024-03-21 15:19:48.231713,0,159
148,296,10,1,Laptop,7,41,19,2024-03-21 15:19:49.720227,0,156
